,date,Ranking range,count,Share
0,2022-03-21,11-20,1360,1.05%
1,2022-03-21,4-10,42136,32.41%
2,2022-03-21,top 3,86504,66.54%
3,2022-06-06,11-20,1301,1.0%
4,2022-06-06,4-10,49598,38.15%
5,2022-06-06,top 3,79101,60.85%
6,2022-06-20,11-20,1337,1.03%
7,2022-06-20,4-10,43406,33.39%
8,2022-06-20,top 3,85257,65.58%
9,2022-06-27,11-20,1311,1.01%
10,2022-06-27,4-10,39798,30.61%
11,2022-06-27,top 3,88891,68.38%
