,date,Ranking range,count,Share
0,2022-01-17,top 10,87756,67.5%
1,2022-01-17,top 20,19556,15.04%
2,2022-01-17,top 3,22688,17.45%
3,2022-04-18,top 10,83388,64.14%
4,2022-04-18,top 20,12506,9.62%
5,2022-04-18,top 3,34106,26.24%
6,2022-05-16,top 10,84330,64.87%
7,2022-05-16,top 20,13340,10.26%
8,2022-05-16,top 3,32330,24.87%
9,2022-05-30,top 10,88572,68.13%
10,2022-05-30,top 20,12059,9.28%
11,2022-05-30,top 3,29369,22.59%
