,domain,visibility
0,aliexpress.com,80068
1,amazon.fr,9900451
2,bricodepot.fr,396372
3,but.fr,4996343
4,castorama.fr,3140040
5,cdiscount.com,6520660
6,conforama.fr,2762841
7,ebay.fr,247929
8,ikea.com,1117293
9,laredoute.fr,1915776
10,leroymerlin.fr,16342315
11,manomano.fr,7985649
