,domain,visibility
0,aliexpress.com,118274
1,amazon.fr,24924539
2,bricodepot.fr,544110
3,but.fr,7947116
4,castorama.fr,5897803
5,cdiscount.com,15500470
6,conforama.fr,3256906
7,ebay.fr,473774
8,ikea.com,1376888
9,laredoute.fr,4053737
10,leroymerlin.fr,32775955
11,manomano.fr,19008990
