,domain,visibility
0,aliexpress.com,63944
1,amazon.fr,10606858
2,bricodepot.fr,526532
3,but.fr,4899498
4,castorama.fr,3351759
5,cdiscount.com,6657556
6,conforama.fr,2878569
7,ebay.fr,261366
8,ikea.com,1654285
9,laredoute.fr,2248322
10,leroymerlin.fr,16407834
11,manomano.fr,8055152
