,domain,visibility
0,aliexpress.com,75958
1,amazon.fr,10528499
2,bricodepot.fr,408985
3,but.fr,5366704
4,castorama.fr,3349320
5,cdiscount.com,6714385
6,conforama.fr,2445308
7,ebay.fr,242028
8,ikea.com,1218144
9,laredoute.fr,1879529
10,leroymerlin.fr,15706192
11,manomano.fr,7441991
