,domain,visibility
0,aliexpress.com,82210
1,amazon.fr,10009759
2,bricodepot.fr,400571
3,but.fr,5108981
4,castorama.fr,3451123
5,cdiscount.com,6432579
6,conforama.fr,2592842
7,ebay.fr,245523
8,ikea.com,1160302
9,laredoute.fr,1908682
10,leroymerlin.fr,15658467
11,manomano.fr,8106592
