,domain,visibility
0,aliexpress.com,50427
1,amazon.fr,10491035
2,bricodepot.fr,466236
3,but.fr,5130417
4,castorama.fr,3440507
5,cdiscount.com,6450802
6,conforama.fr,2814869
7,ebay.fr,215646
8,ikea.com,1489379
9,laredoute.fr,2154222
10,leroymerlin.fr,15807486
11,manomano.fr,7854671
