,domain,visibility
0,aliexpress.com,79461
1,amazon.fr,10490764
2,bricodepot.fr,406654
3,but.fr,5348783
4,castorama.fr,3503664
5,cdiscount.com,6586471
6,conforama.fr,2551628
7,ebay.fr,246080
8,ikea.com,1295358
9,laredoute.fr,1902806
10,leroymerlin.fr,15499391
11,manomano.fr,7568366
