,domain,visibility
0,amazon.fr,11018830
1,but.fr,3337448
2,castorama.fr,2582259
3,cdiscount.com,7051728
4,conforama.fr,2069519
5,ebay.fr,204698
6,laredoute.fr,1322998
7,leroymerlin.fr,14052952
8,manomano.fr,7781712
