,domain,visibility
0,aliexpress.com,60488
1,amazon.fr,9564690
2,bricodepot.fr,334217
3,but.fr,4486103
4,castorama.fr,2918608
5,cdiscount.com,6517302
6,conforama.fr,2307023
7,ebay.fr,174856
8,ikea.com,1023392
9,laredoute.fr,1581961
10,leroymerlin.fr,14643927
11,manomano.fr,7425075
