,domain,visibility
0,aliexpress.com,80112
1,amazon.fr,10397248
2,bricodepot.fr,402316
3,but.fr,5339334
4,castorama.fr,3410004
5,cdiscount.com,6668654
6,conforama.fr,2433784
7,ebay.fr,248190
8,ikea.com,1152198
9,laredoute.fr,1975608
10,leroymerlin.fr,15717570
11,manomano.fr,7716682
