,domain,visibility
0,amazon.fr,26772284
1,bricodepot.fr,544764
2,but.fr,7853236
3,castorama.fr,6018223
4,cdiscount.com,15374325
5,conforama.fr,3283545
6,ebay.fr,454946
7,laredoute.fr,3738353
8,leroymerlin.fr,33938765
9,manomano.fr,18482777
