,domain,visibility
0,aliexpress.com,109313
1,amazon.fr,25275387
2,bricodepot.fr,536525
3,but.fr,7613665
4,castorama.fr,5764150
5,cdiscount.com,16085742
6,conforama.fr,3316158
7,ebay.fr,485491
8,ikea.com,1431903
9,laredoute.fr,3983322
10,leroymerlin.fr,34406817
11,manomano.fr,18735552
