,domain,visibility
0,aliexpress.com,87549
1,amazon.fr,10259396
2,bricodepot.fr,319861
3,but.fr,3833260
4,castorama.fr,2763409
5,cdiscount.com,7049943
6,conforama.fr,2166735
7,ebay.fr,216609
8,ikea.com,1105955
9,laredoute.fr,1394455
10,leroymerlin.fr,15076076
11,manomano.fr,7394441
