,domain,visibility
0,aliexpress.com,77834
1,amazon.fr,10157285
2,bricodepot.fr,406980
3,but.fr,4952165
4,castorama.fr,3309231
5,cdiscount.com,6479142
6,conforama.fr,2655513
7,ebay.fr,254410
8,ikea.com,1238965
9,laredoute.fr,1966927
10,leroymerlin.fr,16374728
11,manomano.fr,7892411
