,domain,visibility
0,amazon.fr,10309123
1,but.fr,4406771
2,castorama.fr,2979524
3,cdiscount.com,6465873
4,conforama.fr,2309763
5,laredoute.fr,1452192
6,leroymerlin.fr,15140146
7,manomano.fr,7299506
