,domain,visibility
0,aliexpress.com,79226
1,amazon.fr,7936972
2,bricodepot.fr,284515
3,but.fr,3477774
4,castorama.fr,2466553
5,cdiscount.com,4772276
6,conforama.fr,2165712
7,ebay.fr,198411
8,ikea.com,1108038
9,laredoute.fr,1226107
10,leroymerlin.fr,11099005
11,manomano.fr,5556789
